kind,total,dealer,state,best,ev_stand,ev_hit,ev_double,ev_split
pair,8,8,"(16, 8, False, True, 8)",split,-0.5105175154976174,-0.4584404416466742,-0.9168808832933484,-0.08758232760952324
pair,9,8,"(18, 8, False, True, 9)",split,0.10595134861912359,-0.5910558553059571,-1.1821117106119141,0.21532327264714252
pair,10,8,"(20, 8, False, True, 10)",stand,0.7918151595518983,-0.8514919189858488,-1.7029838379716975,0.39590741666395224
pair,11,8,"(12, 8, True, True, 11)",split,-0.5105175154976174,0.0951150209270323,-0.314440902367339,0.3506925908703151
hard,5,9,"(5, 9, False, True, 0)",hit,-0.5431496811311095,-0.2666150533579591,-1.086299362262219,
hard,6,9,"(6, 9, False, True, 0)",hit,-0.5431496811311095,-0.2926407001977261,-1.0678385251105433,
hard,7,9,"(7, 9, False, True, 0)",hit,-0.5431496811311095,-0.28536544048687673,-0.9570735022004893,
hard,8,9,"(8, 9, False, True, 0)",hit,-0.5431496811311095,-0.21018633199821768,-0.7185013349521748,
hard,9,9,"(9, 9, False, True, 0)",hit,-0.5431496811311095,-0.052178053462651794,-0.30099565908098247,
hard,10,9,"(10, 9, False, True, 0)",double,-0.5431496811311095,0.1165295910692838,0.14432836838077098,
hard,11,9,"(11, 9, False, True, 0)",double,-0.5431496811311095,0.15825711845512566,0.22778342315245464,
hard,12,9,"(12, 9, False, True, 0)",hit,-0.5431496811311095,-0.34001328060893565,-0.7375056210491797,
hard,13,9,"(13, 9, False, True, 0)",hit,-0.5431496811311095,-0.3871551891368688,-0.8077902854905474,
hard,14,9,"(14, 9, False, True, 0)",hit,-0.5431496811311095,-0.4309298184842353,-0.8780749499319151,
hard,15,9,"(15, 9, False, True, 0)",hit,-0.5431496811311095,-0.4715776885925042,-0.9483596143732829,
hard,16,9,"(16, 9, False, True, 0)",hit,-0.5431496811311095,-0.5093221394073254,-1.0186442788146508,
hard,17,9,"(17, 9, False, True, 0)",stand,-0.4231542396452175,-0.5536948902038471,-1.1073897804076942,
hard,18,9,"(18, 9, False, True, 0)",stand,-0.18316335667343342,-0.6165284781520445,-1.233056956304089,
hard,19,9,"(19, 9, False, True, 0)",stand,0.28759675706758137,-0.7155743825418585,-1.431148765083717,
soft,13,9,"(13, 9, True, True, 0)",hit,-0.5431496811311095,-0.037694688127479954,-0.45636696328370857,
soft,14,9,"(14, 9, True, True, 0)",hit,-0.5431496811311095,-0.07516318944168386,-0.45636696328370857,
soft,15,9,"(15, 9, True, True, 0)",hit,-0.5431496811311095,-0.11218876868994296,-0.45636696328370857,
soft,16,9,"(16, 9, True, True, 0)",hit,-0.5431496811311095,-0.14864353463007482,-0.45636696328370857,
soft,17,9,"(17, 9, True, True, 0)",hit,-0.4231542396452175,-0.1497868921821333,-0.4009844518286815,
soft,18,9,"(18, 9, True, True, 0)",hit,-0.18316335667343342,-0.1007443075804153,-0.2902194289186273,
soft,19,9,"(19, 9, True, True, 0)",stand,0.28759675706758137,0.007892641744434256,-0.07294553026892811,
soft,20,9,"(20, 9, True, True, 0)",stand,0.7583568708085962,0.1165295910692838,0.14432836838077098,
pair,2,9,"(4, 9, False, True, 2)",hit,-0.5431496811311095,-0.2406661791533655,-1.086299362262219,-0.36512119656719905
pair,3,9,"(6, 9, False, True, 3)",hit,-0.5431496811311095,-0.2926407001977261,-1.0678385251105433,-0.41518015608743086
pair,4,9,"(8, 9, False, True, 4)",hit,-0.5431496811311095,-0.21018633199821768,-0.7185013349521748,-0.46635926876691314
pair,5,9,"(10, 9, False, True, 5)",double,-0.5431496811311095,0.1165295910692838,0.14432836838077098,-0.5182570171761003
pair,6,9,"(12, 9, False, True, 6)",hit,-0.5431496811311095,-0.34001328060893565,-0.7375056210491797,-0.5703083108556343
pair,7,9,"(14, 9, False, True, 7)",hit,-0.5431496811311095,-0.4309298184842353,-0.8780749499319151,-0.5557577914339356
pair,8,9,"(16, 9, False, True, 8)",split,-0.5431496811311095,-0.5093221394073254,-1.0186442788146508,-0.4053995744566175
